_id,model_make_id,model_name,model_trim
603bee82b008341fdf4b2a64,abarth,1300,Scorpione Coupe
603bee82b008341fdf4b2a65,abarth,750,Saloon
603bee82b008341fdf4b2a66,abarth,OT,Berlina
603bee82b008341fdf4b2a67,abarth,207,A Corsa Boano Spider
603bee82b008341fdf4b2a68,abarth,750,Zagato
603bee82b008341fdf4b2a69,abarth,Renault,Fregate
603bee82b008341fdf4b2a6a,abarth,2400,Coupe
603bee82b008341fdf4b2a6b,abarth,A 112,false
603bee82b008341fdf4b2a6c,abarth,1000,false
603bee82b008341fdf4b2a6d,abarth,700,Bialbero
603bee82b008341fdf4b2a6e,abarth,Lancia 037,false
603bee82b008341fdf4b2a6f,abarth,2400,Cabriolet
603bee82b008341fdf4b2a70,abarth,A 112,false
603bee82b008341fdf4b2a71,abarth,1000 Bialbero,GT Coupe
603bee82b008341fdf4b2a72,abarth,Bialbero,0.7
603bee82b008341fdf4b2a73,abarth,600,true
603bee82b008341fdf4b2a74,abarth,700,Bialbero
603bee82b008341fdf4b2a75,abarth,2000,false
603bee82b008341fdf4b2a76,abarth,500,Zagato
603bee82b008341fdf4b2a77,abarth,A 112,false
603bee82b008341fdf4b2a78,abarth,1300,Abarth
603bee82b008341fdf4b2a79,abarth,750,Zagato
603bee82b008341fdf4b2a7a,abarth,Spider Riviera,false
603bee82b008341fdf4b2a7b,abarth,Renault,Fregate
603bee82b008341fdf4b2a7c,abarth,A 112,true
603bee82b008341fdf4b2a7d,abarth,750,Bialbero
603bee82b008341fdf4b2a7e,abarth,OT,Berlina
603bee82b008341fdf4b2a7f,abarth,2000,Coupe Speciale
603bee82b008341fdf4b2a80,abarth,Renault,Fregate 2000
603bee82b008341fdf4b2a81,abarth,500,Zagato
603bee82b008341fdf4b2a82,abarth,700,Bialbero
603bee82b008341fdf4b2a83,abarth,750,Viotti
603bee82b008341fdf4b2a84,abarth,A 112,false
603bee82b008341fdf4b2a85,abarth,800 Scorpione Coupe Allemano,false
603bee82b008341fdf4b2a86,abarth,595,false
603bee82b008341fdf4b2a87,abarth,OT,Berlina
603bee82b008341fdf4b2a88,abarth,A 112,false
603bee82b008341fdf4b2a89,abarth,750,Zagato
603bee82b008341fdf4b2a8a,abarth,1000 TC Corsa,false
603bee82b008341fdf4b2a8b,abarth,Coupe,Sestriere
603bee82b008341fdf4b2a8c,abarth,Mono 1000,false
603bee82b008341fdf4b2a8d,abarth,Renault,Fregate
603bee82b008341fdf4b2a8e,abarth,1300,Abarth
603bee82b008341fdf4b2a8f,abarth,Mono 1000,false
603bee82b008341fdf4b2a90,abarth,Bialbero,false
603bee82b008341fdf4b2a91,abarth,600,0.7
603bee82b008341fdf4b2a92,abarth,2200,Spider
603bee82b008341fdf4b2a93,abarth,595,false
603bee82b008341fdf4b2a94,abarth,Coupe,Sestriere
603bee82b008341fdf4b2a95,abarth,Stola,Monotipo
603bee82b008341fdf4b2a96,abarth,700,Bialbero
603bee82b008341fdf4b2a97,abarth,595,0.7
603bee82b008341fdf4b2a98,abarth,750,Zagato Sestriere Coupe
603bee82b008341fdf4b2a99,abarth,A 112,false
603bee82b008341fdf4b2a9a,abarth,2200,Spider
603bee82b008341fdf4b2a9b,abarth,Lancia 037,false
603bee82b008341fdf4b2a9c,abarth,750,Zagato
603bee82b008341fdf4b2a9d,abarth,124,Rally
603bee82b008341fdf4b2a9e,abarth,124,Rally
603bee82b008341fdf4b2a9f,abarth,OT,2000 Coupe America
603bee82b008341fdf4b2aa0,abarth,OT,2000 Berlina
603bee82b008341fdf4b2aa1,abarth,124,Rally
603bee82b008341fdf4b2aa2,abarth,600,0.8
603bee82b008341fdf4b2aa3,abarth,1500,Coupe Biposto
603bee82b008341fdf4b2aa4,abarth,750,Spider Allemano
603bee82b008341fdf4b2aa5,abarth,500,Coupe Pininfarina
603bee82b008341fdf4b2aa6,abarth,1600,false
603bee82b008341fdf4b2aa7,abarth,OT,Berlina
603bee82b008341fdf4b2aa8,abarth,700,Bialbero
603bee82b008341fdf4b2aa9,abarth,595,false
603bee82b008341fdf4b2aaa,abarth,OT,Berlina
603bee82b008341fdf4b2aab,abarth,600,false
603bee82b008341fdf4b2aac,abarth,Renault,Fregate
603bee82b008341fdf4b2aad,abarth,A 112,false
603bee82b008341fdf4b2aae,abarth,1000,false
603bee82b008341fdf4b2aaf,abarth,Coupe,Sestriere 800
603bee82b008341fdf4b2ab0,abarth,Grande Punto,false
603bee82b008341fdf4b2ab1,abarth,600,false
603bee82b008341fdf4b2ab2,abarth,1300,Abarth
603bee82b008341fdf4b2ab3,abarth,1600,Spider Allemano
603bee82b008341fdf4b2ab4,abarth,1300,Abarth
603bee82b008341fdf4b2ab5,abarth,1000 GT,Spider Pininfarina
603bee82b008341fdf4b2ab6,abarth,850,Coupe Record Monza
603bee82b008341fdf4b2ab7,abarth,1000 Bialbero,false
603bee82b008341fdf4b2ab8,abarth,700,Bialbero
603bee82b008341fdf4b2ab9,abarth,2400,Allemano Coupe
603bee82b008341fdf4b2aba,abarth,700,Bialbero Coupe Record Monza
603bee82b008341fdf4b2abb,abarth,1300,Abarth
603bee82b008341fdf4b2abc,abarth,595,false
603bee82b008341fdf4b2abd,abarth,124,Rally
603bee82b008341fdf4b2abe,abarth,750,Coupe Sestriere
603bee82b008341fdf4b2abf,abarth,1300,Abarth
603bee82b008341fdf4b2ac0,abarth,595,false
603bee82b008341fdf4b2ac1,abarth,595,false
603bee82b008341fdf4b2ac2,abarth,OT,1000 Spider Bertone
603bee82b008341fdf4b2ac3,abarth,209,A Coupe Boano
603bee82b008341fdf4b2ac4,abarth,600,false
603bee82b008341fdf4b2ac5,abarth,A 112,false
603bee82b008341fdf4b2ac6,abarth,600,false
603bee82b008341fdf4b2ac7,abarth,Bialbero,0.8
603bee82b008341fdf4b2ac8,abarth,1300,Abarth
603bee82b008341fdf4b2ac9,abarth,2200,Spider
603bee82b008341fdf4b2aca,abarth,1300,Abarth
603bee82b008341fdf4b2acb,abarth,750,Zagato
603bee82b008341fdf4b2acc,abarth,Lancia 037,false
603bee82b008341fdf4b2acd,abarth,700,Bialbero
603bee82b008341fdf4b2ace,abarth,1300,Abarth
603bee82b008341fdf4b2acf,abarth,750,Zagato
603bee82b008341fdf4b2ad0,abarth,A 112,false
603bee82b008341fdf4b2ad1,abarth,1600,Coupe Allemano
603bee82b008341fdf4b2ad2,abarth,OT,1000 Coupe Pininfarina
603bee82b008341fdf4b2ad3,abarth,124,Rally 1.8
603bee82b008341fdf4b2ad4,abarth,OT,Berlina
603bee82b008341fdf4b2ad5,abarth,210,A Spider Boano
603bee82b008341fdf4b2ad6,abarth,A 112,false
603bee82b008341fdf4b2ad7,abarth,A 112,false
603bee82b008341fdf4b2ad8,abarth,Mono 1000,false
603bee82b008341fdf4b2ad9,abarth,750,Viotti
603bee82b008341fdf4b2ada,abarth,500,Zagato
603bee82b008341fdf4b2adb,abarth,Simca,GT Coupe
603bee82b008341fdf4b2adc,abarth,2200,Coupe
603bee82b008341fdf4b2add,abarth,124,Rally
603bee82b008341fdf4b2ade,abarth,1000,false
603bee82b008341fdf4b2adf,abarth,1600,GT Coupe
603bee82b008341fdf4b2ae0,abarth,A 112,false
603bee82b008341fdf4b2ae1,abarth,Coupe,Sport 2000 Ghia
603bee82b008341fdf4b2ae2,abarth,850,Record Monza
603bee82b008341fdf4b2ae3,abarth,Monotipo,false
603bee82b008341fdf4b2ae4,abarth,A 112,false
603bee82b008341fdf4b2ae5,abarth,Coupe,Record Monza
603bee82b008341fdf4b2ae6,abarth,OT,Berlina
603bee82b008341fdf4b2ae7,abarth,600,false
603bee82b008341fdf4b2ae8,abarth,A 112,false
603bee82b008341fdf4b2ae9,abarth,600,false
603bee82b008341fdf4b2aea,abarth,1300,Abarth
603bee82b008341fdf4b2aeb,abarth,700,Bialbero Corsa Beccaris
603bee82b008341fdf4b2aec,abarth,Mono 1000,false
603bee82b008341fdf4b2aed,abarth,205,A Berlinetta GT
603bee82b008341fdf4b2aee,abarth,1600,false
603bee82b008341fdf4b2aef,abarth,Spider Riviera,false
603bee82b008341fdf4b2af0,abarth,750,215A Coupe
603bee82b008341fdf4b2af1,abarth,A 112,Autobianchi
603bee82b008341fdf4b2af2,abarth,1300,Abarth
603bee82b008341fdf4b2af3,abarth,Spider Riviera,800
603bee82b008341fdf4b2af4,abarth,Renault,Fregate
603bee82b008341fdf4b2af5,abarth,103 GT,Coupe Ghia
603bee82b008341fdf4b2af6,abarth,1600,Coupe
603bee82b008341fdf4b2af7,abarth,750,Zagato
603bee82b008341fdf4b2af8,abarth,Monomille,false
603bee82b008341fdf4b2af9,abarth,750,Zagato
603bee82b008341fdf4b2afa,abarth,208,A Spider Boano
603bee82b008341fdf4b2afb,abarth,750,Zagato
603bee82b008341fdf4b2afc,ac,Greyhound,2600
603bee82b008341fdf4b2afd,ac,2-Litre,false
603bee82b008341fdf4b2afe,ac,Cobra,MK IV
603bee82b008341fdf4b2aff,ac,Aceca,false
603bee82b008341fdf4b2b00,ac,Aceca,false
603bee82b008341fdf4b2b01,ac,2-Litre,false
603bee82b008341fdf4b2b02,ac,Cobra,false
603bee82b008341fdf4b2b03,ac,Ace,2
603bee82b008341fdf4b2b04,ac,Cobra,MK IV
603bee82b008341fdf4b2b05,ac,Aceca,false
603bee82b008341fdf4b2b06,ac,Aceca,false
603bee82b008341fdf4b2b07,ac,2-Litre,false
603bee82b008341fdf4b2b08,ac,Aceca,false
603bee82b008341fdf4b2b09,ac,Aceca,false
603bee82b008341fdf4b2b0a,ac,Aceca,2
603bee82b008341fdf4b2b0b,ac,Aceca,Cabriolet
603bee82b008341fdf4b2b0c,ac,Cobra,MK IV
603bee82b008341fdf4b2b0d,ac,Aceca,Cabriolet
603bee82b008341fdf4b2b0e,ac,428,false
603bee82b008341fdf4b2b0f,ac,Aceca,false
603bee82b008341fdf4b2b10,ac,Ace,2
603bee82b008341fdf4b2b11,ac,Ace,2.0 Turbo
603bee82b008341fdf4b2b12,ac,Aceca,4.9 Cabriolet
603bee82b008341fdf4b2b13,ac,Ace,2
603bee82b008341fdf4b2b14,ac,Cobra,false
603bee82b008341fdf4b2b15,ac,2-Litre,false
603bee82b008341fdf4b2b16,ac,Ace,2.6 Zephyr
603bee82b008341fdf4b2b17,ac,Greyhound,false
603bee82b008341fdf4b2b18,ac,Aceca,2.6
603bee82b008341fdf4b2b19,ac,Aceca,2.6
603bee82b008341fdf4b2b1a,ac,Aceca-Bristol,false
603bee82b008341fdf4b2b1b,ac,2-Litre,false
603bee82b008341fdf4b2b1c,ac,Cobra,MK IV
603bee82b008341fdf4b2b1d,ac,2-Litre,false
603bee82b008341fdf4b2b1e,ac,2-Litre,false
603bee82b008341fdf4b2b1f,ac,Ace,false
603bee82b008341fdf4b2b20,ac,Ace,2
603bee82b008341fdf4b2b21,ac,Ace,false
603bee82b008341fdf4b2b22,ac,Greyhound,false
603bee82b008341fdf4b2b23,ac,Ace,false
603bee82b008341fdf4b2b24,ac,Cobra,MK IV
603bee82b008341fdf4b2b25,ac,Greyhound,2200
603bee82b008341fdf4b2b26,ac,Ace,false
603bee82b008341fdf4b2b27,ac,428,false
603bee82b008341fdf4b2b28,ac,Aceca,Cabriolet
603bee82b008341fdf4b2b29,ac,428,Coupe
603bee82b008341fdf4b2b2a,ac,Cobra,427
603bee82b008341fdf4b2b2b,ac,Cobra,MK IV
603bee82b008341fdf4b2b2c,ac,Greyhound,false
603bee82b008341fdf4b2b2d,ac,Cobra,4.9 MK IV
603bee82b008341fdf4b2b2e,ac,428,false
603bee82b008341fdf4b2b2f,ac,Aceca,Cabriolet
603bee82b008341fdf4b2b30,ac,Aceca,false
603bee82b008341fdf4b2b31,ac,Aceca,2
603bee82b008341fdf4b2b32,ac,Ace,3.5
603bee82b008341fdf4b2b33,ac,Cobra,MK IV 5.0 V8
603bee82b008341fdf4b2b34,ac,Ace,false
603bee82b008341fdf4b2b35,ac,Cobra,false
603bee82b008341fdf4b2b36,ac,Aceca,false
603bee82b008341fdf4b2b37,ac,Cobra,289
603bee82b008341fdf4b2b38,ac,Aceca,Cabriolet
603bee82b008341fdf4b2b39,ac,Aceca,false
603bee82b008341fdf4b2b3a,ac,Aceca,false
603bee82b008341fdf4b2b3b,ac,Ace,false
603bee82b008341fdf4b2b3c,ac,Aceca,false
603bee82b008341fdf4b2b3d,ac,428,false
603bee82b008341fdf4b2b3e,ac,Aceca,Cabriolet
603bee82b008341fdf4b2b3f,ac,Cobra,MK IV
603bee82b008341fdf4b2b40,ac,Greyhound,false
603bee82b008341fdf4b2b41,ac,Greyhound,false
603bee82b008341fdf4b2b42,ac,428,Convertible
603bee82b008341fdf4b2b43,ac,Aceca,2
603bee82b008341fdf4b2b44,ac,428,false
603bee82b008341fdf4b2b45,ac,Aceca,false
603bee82b008341fdf4b2b46,ac,428,false
603bee82b008341fdf4b2b47,ac,427,false
603bee82b008341fdf4b2b48,ac,Aceca,Cabriolet
603bee82b008341fdf4b2b49,ac,Cobra,MK IV
603bee82b008341fdf4b2b4a,ac,Ace,Bristol 2000
603bee82b008341fdf4b2b4b,ac,Aceca,false
603bee82b008341fdf4b2b4c,ac,Cobra,MK IV
603bee82b008341fdf4b2b4d,ac,Aceca,2
603bee82b008341fdf4b2b4e,ac,Aceca,false
603bee82b008341fdf4b2b4f,ac,Cobra,212
603bee82b008341fdf4b2b50,ac,Aceca,false
603bee82b008341fdf4b2b51,ac,Cobra,MK IV
603bee82b008341fdf4b2b52,ac,Ace,false
603bee82b008341fdf4b2b53,acura,RL,Technology Package
603bee82b008341fdf4b2b54,acura,MDX,Touring Package
603bee82b008341fdf4b2b55,acura,RSX,Automatic
603bee82b008341fdf4b2b56,acura,TSX,false
603bee82b008341fdf4b2b57,acura,RL,Sedan
603bee82b008341fdf4b2b58,acura,MDX,Sport Utility
603bee82b008341fdf4b2b59,acura,RSX,false
603bee82b008341fdf4b2b5a,acura,TL,false
603bee82b008341fdf4b2b5b,acura,TL,Automatic Tech Package
603bee82b008341fdf4b2b5c,acura,TSX,false
603bee82b008341fdf4b2b5d,acura,RL,Sedan
603bee82b008341fdf4b2b5e,acura,TSX,Automatic Tech Package
603bee82b008341fdf4b2b5f,acura,MDX,Sport Package
603bee82b008341fdf4b2b60,acura,RSX,false
603bee82b008341fdf4b2b61,acura,NSX,false
603bee82b008341fdf4b2b62,acura,TL,false
603bee82b008341fdf4b2b63,acura,TL,false
603bee82b008341fdf4b2b64,acura,Integra,false
603bee82b008341fdf4b2b65,acura,Legend,false
603bee82b008341fdf4b2b66,acura,RL,false
603bee82b008341fdf4b2b67,acura,CL,false
603bee82b008341fdf4b2b68,acura,MDX,Touring Package
603bee82b008341fdf4b2b69,acura,Integra,1.6 Coupe
603bee82b008341fdf4b2b6a,acura,TL,Automatic
603bee82b008341fdf4b2b6b,acura,RSX,false
603bee82b008341fdf4b2b6c,acura,TL,false
603bee82b008341fdf4b2b6d,acura,TL,Type S
603bee82b008341fdf4b2b6e,acura,RDX,Automatic
603bee82b008341fdf4b2b6f,acura,MDX,false
603bee82b008341fdf4b2b70,acura,RL,Sedan
603bee82b008341fdf4b2b71,acura,NSX,false
603bee82b008341fdf4b2b72,acura,Legend,Automatic
603bee82b008341fdf4b2b73,acura,NSX,false
603bee82b008341fdf4b2b74,acura,RDX,5-speed Automatic
603bee82b008341fdf4b2b75,acura,CL,false
603bee82b008341fdf4b2b76,acura,NSX,false
603bee82b008341fdf4b2b77,acura,RSX,2
603bee82b008341fdf4b2b78,acura,NSX,T
603bee82b008341fdf4b2b79,acura,RL,Technology Package
603bee82b008341fdf4b2b7a,acura,RSX,Automatic
603bee82b008341fdf4b2b7b,acura,MDX,Touring Package
603bee82b008341fdf4b2b7c,acura,TL,Sedan
603bee82b008341fdf4b2b7d,acura,MDX,false
603bee82b008341fdf4b2b7e,acura,EL,false
603bee82b008341fdf4b2b7f,acura,NSX,false
603bee82b008341fdf4b2b80,acura,RDX,false
603bee82b008341fdf4b2b81,acura,NSX,false
603bee82b008341fdf4b2b82,acura,NSX,false
603bee82b008341fdf4b2b83,acura,RL,false
603bee82b008341fdf4b2b84,acura,Integra,GS-R
603bee82b008341fdf4b2b85,acura,NSX,false
603bee82b008341fdf4b2b86,acura,Integra,false
603bee82b008341fdf4b2b87,acura,TL,false
603bee82b008341fdf4b2b88,acura,TSX,Automatic
603bee82b008341fdf4b2b89,acura,TL,false
603bee82b008341fdf4b2b8a,acura,MDX,false
603bee82b008341fdf4b2b8b,acura,RL,Sedan
603bee82b008341fdf4b2b8c,acura,CL,false
603bee82b008341fdf4b2b8d,acura,RSX,Modified
603bee82b008341fdf4b2b8e,acura,TSX,Automatic
603bee82b008341fdf4b2b8f,acura,TL,Automatic SH-AWD Technology Package
603bee82b008341fdf4b2b90,acura,RL,false
603bee82b008341fdf4b2b91,acura,NSX,T Twin Turbo Limited
603bee82b008341fdf4b2b92,acura,RSX,false
603bee82b008341fdf4b2b93,acura,NSX,false
603bee82b008341fdf4b2b94,acura,TSX,Automatic
603bee82b008341fdf4b2b95,acura,TL,Automatic
603bee82b008341fdf4b2b96,acura,CL-X,Concept
603bee82b008341fdf4b2b97,acura,CL,false
603bee82b008341fdf4b2b98,acura,RL,Tech Package
603bee82b008341fdf4b2b99,acura,NSX,GT
603bee82b008341fdf4b2b9a,acura,MDX,Tech Package
603bee82b008341fdf4b2b9b,acura,EL,false
603bee82b008341fdf4b2b9c,acura,Integra,GS-R Sedan
603bee82b008341fdf4b2b9d,acura,RSX,false
603bee82b008341fdf4b2b9e,acura,TSX,Tech Package
603bee82b008341fdf4b2b9f,acura,TL,Type S
603bee82b008341fdf4b2ba0,acura,Integra,1.8
603bee82b008341fdf4b2ba1,acura,NSX,3.2
603bee82b008341fdf4b2ba2,acura,NSX,Loctite Dome Project
603bee82b008341fdf4b2ba3,acura,MDX,false
603bee82b008341fdf4b2ba4,acura,NSX,Loctite Dome Project
603bee82b008341fdf4b2ba5,acura,TSX,false
603bee82b008341fdf4b2ba6,acura,NSX,Arta Autobacs Aguri
603bee82b008341fdf4b2ba7,acura,MDX,false
603bee82b008341fdf4b2ba8,acura,Legend,false
603bee82b008341fdf4b2ba9,acura,TL,false
603bee82b008341fdf4b2baa,acura,MDX,false
603bee82b008341fdf4b2bab,acura,RL,false
603bee82b008341fdf4b2bac,acura,MDX,false
603bee82b008341fdf4b2bad,acura,MDX,Tech Package
603bee82b008341fdf4b2bae,acura,RDX,false
603bee82b008341fdf4b2baf,acura,NSX,3.2
603bee82b008341fdf4b2bb0,acura,EL,false
603bee82b008341fdf4b2bb1,acura,MDX,Sport
603bee82b008341fdf4b2bb2,acura,EL,false
603bee82b008341fdf4b2bb3,acura,Integra,false
603bee82b008341fdf4b2bb4,acura,TSX,false
603bee82b008341fdf4b2bb5,acura,TL,Automatic
603bee82b008341fdf4b2bb6,acura,RSX,Type S
603bee82b008341fdf4b2bb7,acura,EL,false
603bee82b008341fdf4b2bb8,acura,MDX,V20
603bee82b008341fdf4b2bb9,acura,CL,false
603bee82b008341fdf4b2bba,acura,RSX,false
603bee82b008341fdf4b2bbb,acura,TL,Type S Automatic
603bee82b008341fdf4b2bbc,acura,Legend,Coupe Automatic
603bee82b008341fdf4b2bbd,acura,NSX,3.2
603bee82b008341fdf4b2bbe,acura,NSX,false
603bee82b008341fdf4b2bbf,acura,TSX,false
603bee82b008341fdf4b2bc0,acura,RL,false
603bee82b008341fdf4b2bc1,acura,TL,S
603bee82b008341fdf4b2bc2,acura,TSX,false
603bee82b008341fdf4b2bc3,acura,NSX,Raybrig
603bee82b008341fdf4b2bc4,acura,Integra,false
603bee82b008341fdf4b2bc5,acura,RL,false
603bee82b008341fdf4b2bc6,acura,NSX,false
603bee82b008341fdf4b2bc7,acura,TL,S Automatic
603bee82b008341fdf4b2bc8,acura,NSX,3
603bee82b008341fdf4b2bc9,acura,MDX,Premium
603bee82b008341fdf4b2bca,acura,NSX,false
603bee82b008341fdf4b2bcb,acura,TL,false
603bee82b008341fdf4b2bcc,acura,NSX,false
603bee82b008341fdf4b2bcd,acura,Integra,false
603bee82b008341fdf4b2bce,acura,MDX,false
603bee82b008341fdf4b2bcf,acura,RSX,Type S
603bee82b008341fdf4b2bd0,acura,RL,Technology Package
603bee82b008341fdf4b2bd1,acura,RDX,false
603bee82b008341fdf4b2bd2,acura,Integra,false
603bee82b008341fdf4b2bd3,acura,TL,Automatic SH-AWD
603bee82b008341fdf4b2bd4,acura,TSX,Automatic
603bee82b008341fdf4b2bd5,acura,Integra,Type R
603bee82b008341fdf4b2bd6,acura,Integra,Type R
603bee82b008341fdf4b2bd7,acura,Integra,false
603bee82b008341fdf4b2bd8,acura,RDX,Automatic Tech Package
603bee82b008341fdf4b2bd9,acura,MDX,false
603bee82b008341fdf4b2bda,acura,Integra,RS
603bee82b008341fdf4b2bdb,acura,TL,false
603bee82b008341fdf4b2bdc,acura,Integra,false
603bee82b008341fdf4b2bdd,acura,SLX,false
603bee82b008341fdf4b2bde,acura,MDX,Tech
603bee82b008341fdf4b2bdf,acura,NSX,3.2
603bee82b008341fdf4b2be0,acura,RDX,Automatic Tech Package
603bee82b008341fdf4b2be1,acura,Integra,Type R
603bee82b008341fdf4b2be2,acura,RL,false
603bee82b008341fdf4b2be3,alfa-romeo,156,Sportwagon 1.6 T.Spark
603bee82b008341fdf4b2be4,alfa-romeo,Alfa 6,false
603bee82b008341fdf4b2be5,alfa-romeo,Alfa 6,false
603bee82b008341fdf4b2be6,alfa-romeo,33,false
603bee82b008341fdf4b2be7,alfa-romeo,155,1.6 T.Spark
603bee82b008341fdf4b2be8,alfa-romeo,Spider,false
603bee82b008341fdf4b2be9,alfa-romeo,GT,2.0 JTS Progression
603bee82b008341fdf4b2bea,alfa-romeo,AR 51,false
603bee82b008341fdf4b2beb,alfa-romeo,Spider,3.2 V6 24V
603bee82b008341fdf4b2bec,alfa-romeo,156,2.5 V6 Q-System
603bee82b008341fdf4b2bed,alfa-romeo,GTV,1800
603bee82b008341fdf4b2bee,alfa-romeo,156,3.2
603bee82b008341fdf4b2bef,alfa-romeo,147,1.6 Twin Spark Eco Impression
603bee82b008341fdf4b2bf0,alfa-romeo,Giulia,false
603bee82b008341fdf4b2bf1,alfa-romeo,2600,Spider
603bee82b008341fdf4b2bf2,alfa-romeo,2600,Sprint
603bee82b008341fdf4b2bf3,alfa-romeo,156,SW 2.0 JTS Progression
603bee82b008341fdf4b2bf4,alfa-romeo,Proteo,false
603bee82b008341fdf4b2bf5,alfa-romeo,Giulietta,Sprint
603bee82b008341fdf4b2bf6,alfa-romeo,Alfasud,Berlina Super
603bee82b008341fdf4b2bf7,alfa-romeo,Alfasud,Giardinetta
603bee82b008341fdf4b2bf8,alfa-romeo,159,SW 2.4 JTD
603bee82b008341fdf4b2bf9,alfa-romeo,Berlina,false
603bee82b008341fdf4b2bfa,alfa-romeo,156,1.9 JTD Impression
603bee82b008341fdf4b2bfb,alfa-romeo,145,1.6 T. Spark
603bee82b008341fdf4b2bfc,alfa-romeo,GT,Junior
603bee82b008341fdf4b2bfd,alfa-romeo,SZ,false
603bee82b008341fdf4b2bfe,alfa-romeo,147,1.9 D
603bee82b008341fdf4b2bff,alfa-romeo,GTV,2.0 JTS
603bee82b008341fdf4b2c00,alfa-romeo,GP 159,false
603bee82b008341fdf4b2c01,alfa-romeo,155,false
603bee82b008341fdf4b2c02,alfa-romeo,164,Cloverleaf
603bee82b008341fdf4b2c03,alfa-romeo,156,2.0 TS Sportwagon Veloce
603bee82b008341fdf4b2c04,alfa-romeo,Berlina,false
603bee82b008341fdf4b2c05,alfa-romeo,6C,Super Sport Corsa
603bee82b008341fdf4b2c06,alfa-romeo,1750,Berlina
603bee82b008341fdf4b2c07,alfa-romeo,Alfa 6,false
603bee82b008341fdf4b2c08,alfa-romeo,33,false
603bee82b008341fdf4b2c09,alfa-romeo,159,1.9 JTS
603bee82b008341fdf4b2c0a,alfa-romeo,155,2.5
603bee82b008341fdf4b2c0b,alfa-romeo,Spider,false
603bee82b008341fdf4b2c0c,alfa-romeo,Spider,2.0 T.Spark
603bee82b008341fdf4b2c0d,alfa-romeo,Brera,2.4 JTDM
603bee82b008341fdf4b2c0e,alfa-romeo,156,Sportwagon 2.0
603bee82b008341fdf4b2c0f,alfa-romeo,Alfasud,Ti
603bee82b008341fdf4b2c10,alfa-romeo,156,2.5
603bee82b008341fdf4b2c11,alfa-romeo,147,1.6 Progression
603bee82b008341fdf4b2c12,alfa-romeo,159,3.2 V6 Q4
603bee82b008341fdf4b2c13,alfa-romeo,Spider,false
603bee82b008341fdf4b2c14,alfa-romeo,156,1.7
603bee82b008341fdf4b2c15,alfa-romeo,Spider,false
603bee82b008341fdf4b2c16,alfa-romeo,GT,1.9 JTD 16V M-Jet Impression
603bee82b008341fdf4b2c17,alfa-romeo,147,3.2
603bee82b008341fdf4b2c18,alfa-romeo,166,3.0 V6
603bee82b008341fdf4b2c19,alfa-romeo,156,2.5 V6 24V TI
603bee82b008341fdf4b2c1a,alfa-romeo,147,1.6 TS Eco Impression
603bee82b008341fdf4b2c1b,alfa-romeo,Giulietta,2.0 Turbodelta
603bee82b008341fdf4b2c1c,alfa-romeo,145,1.4
603bee82b008341fdf4b2c1d,alfa-romeo,Alfetta,GTV 1.8 Twin Spark
603bee82b008341fdf4b2c1e,alfa-romeo,156,Crosswagon Q4 Progression
603bee82b008341fdf4b2c1f,alfa-romeo,147,1.6 Twin Spark Progression
603bee82b008341fdf4b2c20,alfa-romeo,Giulietta,Sprint
603bee82b008341fdf4b2c21,alfa-romeo,156,SW 2.5 V6 Distinctive
603bee82b008341fdf4b2c22,alfa-romeo,33 Tt,Race Car
603bee82b008341fdf4b2c23,alfa-romeo,156,2.0 T.Spark
603bee82b008341fdf4b2c24,alfa-romeo,Spider,1.6
603bee82b008341fdf4b2c25,alfa-romeo,145,2.0 Quadrifoglio
603bee82b008341fdf4b2c26,alfa-romeo,GT,Coupe
603bee82b008341fdf4b2c27,alfa-romeo,GTV,2
603bee82b008341fdf4b2c28,alfa-romeo,90,2.5
603bee82b008341fdf4b2c29,alfa-romeo,33,false
603bee82b008341fdf4b2c2a,alfa-romeo,155,2.5 D
603bee82b008341fdf4b2c2b,alfa-romeo,166,2.0 T.Spark Progression
603bee82b008341fdf4b2c2c,alfa-romeo,146,1.7
603bee82b008341fdf4b2c2d,alfa-romeo,GTA,false
603bee82b008341fdf4b2c2e,alfa-romeo,75,false
603bee82b008341fdf4b2c2f,alfa-romeo,33,1.5 Giardinetta
603bee82b008341fdf4b2c30,alfa-romeo,147,1.6 T.Spark Eco Impression
603bee82b008341fdf4b2c31,alfa-romeo,156,SW 1.6 T.Spark Impression
603bee82b008341fdf4b2c32,alfa-romeo,33,1.8 TD Eco
603bee82b008341fdf4b2c33,alfa-romeo,159,Sportwagon 1.9 JTD
603bee82b008341fdf4b2c34,alfa-romeo,Spider,false
603bee82b008341fdf4b2c35,alfa-romeo,Alfetta,2
603bee82b008341fdf4b2c36,alfa-romeo,166,3.0 V6 Sportronic
603bee82b008341fdf4b2c37,alfa-romeo,2600,Spider
603bee82b008341fdf4b2c38,alfa-romeo,147,3.2 V6 GTA
603bee82b008341fdf4b2c39,alfa-romeo,Junior,Z 1.6
603bee82b008341fdf4b2c3a,alfa-romeo,Giulietta,2
603bee82b008341fdf4b2c3b,alfa-romeo,159,SW 2.2 JTS
603bee82b008341fdf4b2c3c,alfa-romeo,145,1.4
603bee82b008341fdf4b2c3d,alfa-romeo,145,1.7
603bee82b008341fdf4b2c3e,alfa-romeo,166,TS
603bee82b008341fdf4b2c3f,alfa-romeo,33,false
603bee82b008341fdf4b2c40,alfa-romeo,Spider,1.6
